Reference Year,Basis Type,Season,State,Crop,Human Labour Cost (₹/ha),Seasonal Avg Daily Wage (₹/day),Yield (qtl/ha),Wage Reference Period,Human Labour Source,Wage Source,Yield Source,Source Report,Annex 5.6 Report Page,Notes
2021-22,Actual,Kharif,Uttar Pradesh,Maize,19150,308.4,27.08,May–November 2021,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",241,
2021-22,Actual,Kharif,Uttar Pradesh,Moong,20199,308.4,2.98,May–November 2021,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",250,
2021-22,Actual,Kharif,Uttar Pradesh,Paddy,25329,308.4,36.15,May–November 2021,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",229,
2021-22,Actual,Kharif,Uttar Pradesh,Sesamum,12808,308.4,1.77,May–November 2021,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",267,
2021-22,Actual,Kharif,Uttar Pradesh,Urad,11582,308.4,3.02,May–November 2021,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",255,
2021-22,Actual,Kharif,West Bengal,Groundnut,68226,336.7,32.59,May–November 2021,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",260,
2021-22,Actual,Kharif,West Bengal,Paddy,45539,336.7,41.86,May–November 2021,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",229,
2021-22,Actual,Kharif,West Bengal,Sesamum,39414,336.7,10.18,May–November 2021,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",267,
2021-22,Actual,Rabi,Andhra Pradesh,Gram,9848,432.9,16.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",199,
2021-22,Actual,Rabi,Assam,Rapeseed & Mustard,15713,330.3,9.8,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",207,
2021-22,Actual,Rabi,Bihar,Gram,15161,315.3,13.3,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",199,
2021-22,Actual,Rabi,Bihar,Lentil (Masur),12000,315.3,9.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",205,
2021-22,Actual,Rabi,Bihar,Rapeseed & Mustard,14200,315.3,10.6,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",207,
2021-22,Actual,Rabi,Bihar,Wheat,15476,315.3,29.3,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",191,
2021-22,Actual,Rabi,Chhattisgarh,Gram,8917,,13.6,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",200,
2021-22,Actual,Rabi,Chhattisgarh,Wheat,7592,,25.3,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",191,
2021-22,Actual,Rabi,Gujarat,Gram,17578,245.7,12.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",200,
2021-22,Actual,Rabi,Gujarat,Rapeseed & Mustard,24811,245.7,21.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",208,
2021-22,Actual,Rabi,Gujarat,Wheat,12887,245.7,32.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",192,
2021-22,Actual,Rabi,Haryana,Gram,12874,411,8.9,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",201,
2021-22,Actual,Rabi,Haryana,Rapeseed & Mustard,11838,411,18,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",208,
2021-22,Actual,Rabi,Haryana,Wheat,9021,411,44.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",192,
2021-22,Actual,Rabi,Himachal Pradesh,Barley,20965,459.6,10.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",197,
2021-22,Actual,Rabi,Himachal Pradesh,Rapeseed & Mustard,15628,459.6,5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",209,
2021-22,Actual,Rabi,Himachal Pradesh,Wheat,16273,459.6,21.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",193,
2021-22,Actual,Rabi,Jharkhand,Gram,22073,,7.6,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",201,
2021-22,Actual,Rabi,Jharkhand,Rapeseed & Mustard,19259,,6.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",209,
2021-22,Actual,Rabi,Jharkhand,Wheat,17741,,26.1,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",193,
2021-22,Actual,Rabi,Karnataka,Gram,11887,381.4,9.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",202,
2021-22,Actual,Rabi,Karnataka,Safflower,7727,381.4,3.6,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",213,
2021-22,Actual,Rabi,Madhya Pradesh,Gram,9978,244.4,11.9,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",202,
2021-22,Actual,Rabi,Madhya Pradesh,Lentil (Masur),9264,244.4,10.1,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",205,
2021-22,Actual,Rabi,Madhya Pradesh,Rapeseed & Mustard,11734,244.4,15.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",210,
2021-22,Actual,Rabi,Madhya Pradesh,Wheat,10755,244.4,40.8,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",194,
2021-22,Actual,Rabi,Maharashtra,Gram,16945,331.1,13.8,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",203,
2021-22,Actual,Rabi,Maharashtra,Wheat,15365,331.1,26.3,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",194,
2021-22,Actual,Rabi,Punjab,Rapeseed & Mustard,16148,378,15,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",210,
2021-22,Actual,Rabi,Punjab,Wheat,4952,378,42.4,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",195,
2021-22,Actual,Rabi,Rajasthan,Barley,24802,340.1,37.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",197,
2021-22,Actual,Rabi,Rajasthan,Gram,18342,340.1,13.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",203,
2021-22,Actual,Rabi,Rajasthan,Rapeseed & Mustard,19778,340.1,16.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",211,
2021-22,Actual,Rabi,Rajasthan,Wheat,25916,340.1,41.6,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",195,
2021-22,Actual,Rabi,Telangana,Gram,9902,,11.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",204,
2021-22,Actual,Rabi,Uttar Pradesh,Barley,18826,317.6,30.9,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",198,
2021-22,Actual,Rabi,Uttar Pradesh,Gram,18300,317.6,9.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",204,
2021-22,Actual,Rabi,Uttar Pradesh,Lentil (Masur),12743,317.6,9.3,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",206,
2021-22,Actual,Rabi,Uttar Pradesh,Rapeseed & Mustard,15255,317.6,14.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",211,
2021-22,Actual,Rabi,Uttar Pradesh,Wheat,16046,317.6,36.5,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",196,
2021-22,Actual,Rabi,West Bengal,Lentil (Masur),22269,339.4,9.2,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",206,
2021-22,Actual,Rabi,West Bengal,Rapeseed & Mustard,22780,339.4,11.1,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",212,
2021-22,Actual,Rabi,West Bengal,Wheat,15486,339.4,21,October 2021–April 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",196,
2022-23,Actual,Kharif,Andhra Pradesh,Arhar (Tur),9321,469.7,5.97,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",243,
2022-23,Actual,Kharif,Andhra Pradesh,Cotton,34515,469.7,15.09,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",269,
2022-23,Actual,Kharif,Andhra Pradesh,Groundnut,29013,469.7,11.73,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",256,
2022-23,Actual,Kharif,Andhra Pradesh,Jowar,27445,469.7,52.16,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",230,
2022-23,Actual,Kharif,Andhra Pradesh,Maize,21371,469.7,74.9,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",236,
2022-23,Actual,Kharif,Andhra Pradesh,Moong,10780,469.7,7.68,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",247,
2022-23,Actual,Kharif,Andhra Pradesh,Paddy,34390,469.7,59.41,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",221,
2022-23,Actual,Kharif,Andhra Pradesh,Sesamum,12406,469.7,3.31,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",265,
2022-23,Actual,Kharif,Andhra Pradesh,Sunflower,16994,469.7,11.88,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",264,
2022-23,Actual,Kharif,Andhra Pradesh,Urad,15694,469.7,10.76,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",251,
2022-23,Actual,Kharif,Assam,Paddy,27362,337.9,36.43,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",221,
2022-23,Actual,Kharif,Bihar,Maize,20098,331.4,46.45,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",236,
2022-23,Actual,Kharif,Bihar,Paddy,25081,331.4,30.17,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",222,
2022-23,Actual,Kharif,Chhattisgarh,Paddy,15678,,42.52,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",222,
2022-23,Actual,Kharif,Gujarat,Arhar (Tur),16546,260,9.84,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",243,
2022-23,Actual,Kharif,Gujarat,Bajra,31046,260,30.5,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",233,
2022-23,Actual,Kharif,Gujarat,Cotton,35449,260,16.82,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",269,
2022-23,Actual,Kharif,Gujarat,Groundnut,25608,260,16.84,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",256,
2022-23,Actual,Kharif,Gujarat,Maize,26559,260,21.66,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",237,
2022-23,Actual,Kharif,Gujarat,Moong,17462,260,5.8,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",247,
2022-23,Actual,Kharif,Gujarat,Paddy,27046,260,41.24,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",223,
2022-23,Actual,Kharif,Gujarat,Sesamum,22472,260,5.52,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",265,
2022-23,Actual,Kharif,Gujarat,Soybean,17801,260,8.4,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",261,
2022-23,Actual,Kharif,Gujarat,Urad,16333,260,4.46,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",251,
2022-23,Actual,Kharif,Haryana,Bajra,16264,432.4,14.62,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",233,
2022-23,Actual,Kharif,Haryana,Cotton,27486,432.4,9.79,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",270,
2022-23,Actual,Kharif,Haryana,Paddy,23517,432.4,53.22,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",223,
2022-23,Actual,Kharif,Himachal Pradesh,Maize,23730,458.3,18.6,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",237,
2022-23,Actual,Kharif,Himachal Pradesh,Paddy,28057,458.3,29.94,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",224,
2022-23,Actual,Kharif,Jharkhand,Paddy,23401,,27.74,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",224,
2022-23,Actual,Kharif,Karnataka,Arhar (Tur),12369,398.7,5.71,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",244,
2022-23,Actual,Kharif,Karnataka,Cotton,30360,398.7,12.66,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",270,
2022-23,Actual,Kharif,Karnataka,Groundnut,27040,398.7,11.79,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",257,
2022-23,Actual,Kharif,Karnataka,Jowar,19341,398.7,11.42,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",230,
2022-23,Actual,Kharif,Karnataka,Maize,18572,398.7,35.77,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",238,
2022-23,Actual,Kharif,Karnataka,Moong,9730,398.7,4.95,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",248,
2022-23,Actual,Kharif,Karnataka,Paddy,33347,398.7,48,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",225,
2022-23,Actual,Kharif,Karnataka,Ragi,31903,398.7,12.94,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",242,
2022-23,Actual,Kharif,Karnataka,Soybean,15730,398.7,15.53,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",261,
2022-23,Actual,Kharif,Karnataka,Sunflower,17246,398.7,8.08,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",264,
2022-23,Actual,Kharif,Karnataka,Urad,13380,398.7,5.18,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",252,
2022-23,Actual,Kharif,Kerala,Paddy,42801,770.3,39.65,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",225,
2022-23,Actual,Kharif,Madhya Pradesh,Cotton,30259,253.4,16.67,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",271,
2022-23,Actual,Kharif,Madhya Pradesh,Maize,14320,253.4,31.86,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",238,
2022-23,Actual,Kharif,Madhya Pradesh,Paddy,18408,253.4,44.11,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",226,
2022-23,Actual,Kharif,Madhya Pradesh,Sesamum,14780,253.4,6.18,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",266,
2022-23,Actual,Kharif,Madhya Pradesh,Soybean,8472,253.4,10.89,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",262,
