Reference Year,Basis Type,Season,State,Crop,Human Labour Cost (₹/ha),Seasonal Avg Daily Wage (₹/day),Yield (qtl/ha),Wage Reference Period,Human Labour Source,Wage Source,Yield Source,Source Report,Annex 5.6 Report Page,Notes
2023-24,Actual,Kharif,Andhra Pradesh,Arhar (Tur),10436,529.9,6.02,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",243,
2023-24,Actual,Kharif,Andhra Pradesh,Cotton,36465,529.9,16.12,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",269,
2023-24,Actual,Kharif,Andhra Pradesh,Groundnut,33265,529.9,13.25,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",256,
2023-24,Actual,Kharif,Andhra Pradesh,Jowar,24198,529.9,48.83,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",230,
2023-24,Actual,Kharif,Andhra Pradesh,Maize,22019,529.9,70.15,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",236,
2023-24,Actual,Kharif,Andhra Pradesh,Moong,11343,529.9,7.87,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",247,
2023-24,Actual,Kharif,Andhra Pradesh,Paddy,35256,529.9,64.03,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",221,
2023-24,Actual,Kharif,Andhra Pradesh,Sesamum,12910,529.9,3.6,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",265,
2023-24,Actual,Kharif,Andhra Pradesh,Sunflower,17796,529.9,11.94,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",264,
2023-24,Actual,Kharif,Andhra Pradesh,Urad,15369,529.9,10.69,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",251,
2023-24,Actual,Kharif,Assam,Paddy,30646,368.3,37.43,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",221,
2023-24,Actual,Kharif,Bihar,Maize,20561,360.7,51.65,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",236,
2023-24,Actual,Kharif,Bihar,Paddy,25645,360.7,32.22,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",222,
2023-24,Actual,Kharif,Chhattisgarh,Paddy,16367,,46.67,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",222,
2023-24,Actual,Kharif,Gujarat,Arhar (Tur),18826,277,8.87,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",243,
2023-24,Actual,Kharif,Gujarat,Bajra,32426,277,32.81,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",233,
2023-24,Actual,Kharif,Gujarat,Cotton,39760,277,15.82,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",269,
2023-24,Actual,Kharif,Gujarat,Groundnut,29298,277,19.73,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",256,
2023-24,Actual,Kharif,Gujarat,Maize,26974,277,22.48,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",237,
2023-24,Actual,Kharif,Gujarat,Moong,19895,277,5.73,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",247,
2023-24,Actual,Kharif,Gujarat,Paddy,24661,277,40.18,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",223,
2023-24,Actual,Kharif,Gujarat,Sesamum,23727,277,5.93,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",265,
2023-24,Actual,Kharif,Gujarat,Soybean,17205,277,9.36,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",261,
2023-24,Actual,Kharif,Gujarat,Urad,18664,277,5.24,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",251,
2023-24,Actual,Kharif,Haryana,Bajra,16170,460.9,15.34,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",233,
2023-24,Actual,Kharif,Haryana,Cotton,25563,460.9,13.96,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",270,
2023-24,Actual,Kharif,Haryana,Paddy,25086,460.9,56.18,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",223,
2023-24,Actual,Kharif,Himachal Pradesh,Maize,21940,477,19.1,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",237,
2023-24,Actual,Kharif,Himachal Pradesh,Paddy,30720,477,24.29,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",224,
2023-24,Actual,Kharif,Jharkhand,Paddy,23815,,26.05,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",224,
2023-24,Actual,Kharif,Karnataka,Arhar (Tur),16325,428.7,5.23,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",244,
2023-24,Actual,Kharif,Karnataka,Cotton,31341,428.7,13.38,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",270,
2023-24,Actual,Kharif,Karnataka,Groundnut,28138,428.7,8.08,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",257,
2023-24,Actual,Kharif,Karnataka,Jowar,19965,428.7,10.62,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",230,
2023-24,Actual,Kharif,Karnataka,Maize,21613,428.7,33.22,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",238,
2023-24,Actual,Kharif,Karnataka,Moong,11478,428.7,4.18,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",248,
2023-24,Actual,Kharif,Karnataka,Paddy,32492,428.7,51.05,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",225,
2023-24,Actual,Kharif,Karnataka,Ragi,30786,428.7,11.64,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",242,
2023-24,Actual,Kharif,Karnataka,Soybean,21568,428.7,14.52,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",261,
2023-24,Actual,Kharif,Karnataka,Sunflower,12180,428.7,7.57,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",264,
2023-24,Actual,Kharif,Karnataka,Urad,11134,428.7,4.74,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",252,
2023-24,Actual,Kharif,Kerala,Paddy,40499,799.9,36.35,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",225,
2023-24,Actual,Kharif,Madhya Pradesh,Cotton,31246,268,16.17,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",271,
2023-24,Actual,Kharif,Madhya Pradesh,Maize,14590,268,34.33,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",238,
2023-24,Actual,Kharif,Madhya Pradesh,Paddy,18372,268,40.37,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",226,
2023-24,Actual,Kharif,Madhya Pradesh,Sesamum,14904,268,4.79,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",266,
2023-24,Actual,Kharif,Madhya Pradesh,Soybean,8752,268,12.1,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",262,
2023-24,Actual,Kharif,Madhya Pradesh,Urad,8633,268,7.06,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",252,
2023-24,Actual,Kharif,Maharashtra,Arhar (Tur),38885,360.6,16.64,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",244,
2023-24,Actual,Kharif,Maharashtra,Bajra,30117,360.6,21.82,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",234,
2023-24,Actual,Kharif,Maharashtra,Cotton,42929,360.6,15.4,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",271,
2023-24,Actual,Kharif,Maharashtra,Groundnut,50518,360.6,12.09,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",257,
2023-24,Actual,Kharif,Maharashtra,Jowar,22663,360.6,11.28,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",231,
2023-24,Actual,Kharif,Maharashtra,Maize,29607,360.6,57.66,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",239,
2023-24,Actual,Kharif,Maharashtra,Moong,24854,360.6,7.99,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",248,
2023-24,Actual,Kharif,Maharashtra,Paddy,46780,360.6,20.92,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",226,
2023-24,Actual,Kharif,Maharashtra,Soybean,18822,360.6,15.54,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",262,
2023-24,Actual,Kharif,Maharashtra,Urad,21082,360.6,6.25,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",253,
2023-24,Actual,Kharif,Odisha,Arhar (Tur),12756,303.4,3.52,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",245,
2023-24,Actual,Kharif,Odisha,Cotton,40689,303.4,14.75,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",272,
2023-24,Actual,Kharif,Odisha,Groundnut,34570,303.4,8.9,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",258,
2023-24,Actual,Kharif,Odisha,Moong,12418,303.4,4.17,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",249,
2023-24,Actual,Kharif,Odisha,Nigerseed,17108,303.4,3.22,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",268,
2023-24,Actual,Kharif,Odisha,Paddy,34770,303.4,42.47,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",227,
2023-24,Actual,Kharif,Odisha,Ragi,24744,303.4,9.85,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",242,
2023-24,Actual,Kharif,Odisha,Urad,13475,303.4,3.88,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",253,
2023-24,Actual,Kharif,Punjab,Cotton,26165,416.3,15.8,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",272,
2023-24,Actual,Kharif,Punjab,Maize,21817,416.3,33.63,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",239,
2023-24,Actual,Kharif,Punjab,Paddy,18232,416.3,72.91,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",227,
2023-24,Actual,Kharif,Rajasthan,Bajra,22248,373.3,11.12,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",234,
2023-24,Actual,Kharif,Rajasthan,Cotton,33592,373.3,15.07,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",273,
2023-24,Actual,Kharif,Rajasthan,Groundnut,25535,373.3,25.45,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",258,
2023-24,Actual,Kharif,Rajasthan,Jowar,22029,373.3,9.49,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",231,
2023-24,Actual,Kharif,Rajasthan,Maize,32992,373.3,23.55,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",240,
2023-24,Actual,Kharif,Rajasthan,Moong,16299,373.3,5.07,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",249,
2023-24,Actual,Kharif,Rajasthan,Sesamum,19733,373.3,2.75,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",266,
2023-24,Actual,Kharif,Rajasthan,Soybean,21436,373.3,10.74,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",263,
2023-24,Actual,Kharif,Rajasthan,Urad,21135,373.3,5.05,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",254,
2023-24,Actual,Kharif,Tamil Nadu,Cotton,66009,600.1,16.32,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",273,
2023-24,Actual,Kharif,Tamil Nadu,Groundnut,40729,600.1,16.99,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",259,
2023-24,Actual,Kharif,Tamil Nadu,Jowar,38102,600.1,27.23,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",232,
2023-24,Actual,Kharif,Tamil Nadu,Maize,28104,600.1,49.72,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",240,
2023-24,Actual,Kharif,Tamil Nadu,Moong,14592,600.1,3.99,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",250,
2023-24,Actual,Kharif,Tamil Nadu,Paddy,24987,600.1,45.63,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",228,
2023-24,Actual,Kharif,Tamil Nadu,Urad,17714,600.1,6.32,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",254,
2023-24,Actual,Kharif,Telangana,Arhar (Tur),16594,,6.8,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",245,
2023-24,Actual,Kharif,Telangana,Cotton,46301,,18.57,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",274,
2023-24,Actual,Kharif,Telangana,Groundnut,39910,,20.14,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",259,
2023-24,Actual,Kharif,Telangana,Maize,29142,,58.08,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",241,
2023-24,Actual,Kharif,Telangana,Paddy,31650,,54.77,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",228,
2023-24,Actual,Kharif,Telangana,Soybean,13990,,9.29,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",263,
2023-24,Actual,Kharif,Uttar Pradesh,Arhar (Tur),26184,351.9,8.95,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",246,
2023-24,Actual,Kharif,Uttar Pradesh,Bajra,22834,351.9,21.3,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",235,
2023-24,Actual,Kharif,Uttar Pradesh,Groundnut,19071,351.9,13.13,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",260,
2023-24,Actual,Kharif,Uttar Pradesh,Maize,20179,351.9,24.27,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",241,
2023-24,Actual,Kharif,Uttar Pradesh,Moong,17691,351.9,2.24,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",250,
2023-24,Actual,Kharif,Uttar Pradesh,Paddy,27403,351.9,40.45,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",229,
2023-24,Actual,Kharif,Uttar Pradesh,Sesamum,15084,351.9,2.35,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",267,
2023-24,Actual,Kharif,Uttar Pradesh,Urad,13198,351.9,2.81,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",255,
2023-24,Actual,Kharif,West Bengal,Groundnut,72751,364.9,34.93,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",260,
